etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
367    | ... | ... | ... | #ɡrˌuːmulˈɑːnio# | *#ɡrˌumʊlˈɒːnjʊ# | *#ɡrˌumulˈoɲu# | *#ɡrˌumulˈoɲu# | *#ɡɾˌũmulˈɔ̃ɲu# | *#ɡɾˌũmbulˠˈɔ̃ɲə# | *#ɡɾˌũmbulˠˈɔ̃ɲ# {GOLD: >*} | *#ɡɾˌũmbulˠˈɔ̃ɲ# {GOLD: >*} | *#ɡɾumbulˠˈɔɲ# {GOLD: >*} | *#ɡɾumbulˠˈɔj# {GOLD: #ɡɾumbulˠˈɔj#}
368    | ... | ... | ... | ... | ... | ... | #ɡˈʊrstɪ# | *#ɡˈʊɾʃtɪ# | *#ɡˈɔːʷɾʃtə# | *#ɡɾˈuʃt# {GOLD: >*} | *#ɡɾˈuʃt# {GOLD: >*} | *#ɡɾˈuʃt# {GOLD: >*} | *#ɡɾˈuʃt# {GOLD: #ɡɾˈuʃt#}
369    | ... | ... | ... | #ɡrˈuːmulum# | *#ɡrˈumʊlʊ# | *#ɡrˈumulu# | *#ɡrˈumulu# | *#ɡɾˈũmulu# | *#ɡɾˈũmulˠə# | *#ɡɾˈũmulˠ# {GOLD: >*} | *#ɡɾˈũmulˠ# {GOLD: >*} | *#ɡɾˈumulˠ# {GOLD: >*} | *#ɡɾˈumulˠ# {GOLD: #ɡɾˈumbulˠ#}
370    | ... | ... | ... | #ˌinkˌɑwsinˈɑːnioː# | *#ˌɪnkˌɑwsɪnˈɒːnju# | *#ˌenkˌɑwsenˈojɲu# | *#ənkˌawsɑ̃ɾ̃ˈojɲu# | *#ə̃nkˌaːʃə̃ɾ̃ˈɔj̃ɲu# | *#ə̃nɡˌaːʃə̃ɾ̃ˈɛ̃ɲə# | *#ə̃ŋɡˌaːʃə̃ɾ̃ˈɛ̃ɲ# {GOLD: >*} | *#ə̃ɲ̈ɡˌaːʃə̃ɾ̃ˈɛ̃ɲ# {GOLD: >*} | *#ɲ̈ɡaʃəɾˈɛɲ# {GOLD: >*} | *#ŋɡaʃəɾˈɛj# {GOLD: #ŋɡaʃəɾˈɛj#}
371    | ... | ... | ... | #ˌinkˌɑbɑllikˈɑːnioː# | *#ˌɪnkˌɑβɑllɪkˈɒːnju# | *#ˌenkˌɑβɑlːekˈoɲu# | *#ənkˌawalːɪkˈoɲu# | *#ə̃nkəˌaːlːɪkˈɔ̃ɲu# | *#ə̃nɡəˌaːlːəkˈɔ̃ɲə# | *#ə̃ŋɡˌalːəkˈɔ̃ɲ# {GOLD: #n̩kalːəkˈɔ̃ɲ#} | *#ə̃ɲ̈ɡˌalːkˈɔ̃ɲ# {GOLD: >*} | *#ɲ̈ɡalkˈɔɲ# {GOLD: #əŋɡalkˈɔɲ#} | *#ŋɡalkˈɔj# {GOLD: #ŋɡalkˈɔj#}
372    | ... | ... | ... | #ˌinkˌɑrrikˈɑːnioː# | *#ˌɪnkˌɑrrɪkˈɒːnju# | *#ˌenkˌɑrrkˈoɲu# | *#ənkˌarkˈoɲu# | *#ə̃nkˌaɾkˈɔ̃ɲu# | *#ə̃nɡˌaɾkˈɔ̃ɲə# | *#ə̃ŋɡˌaɾkˈɔ̃ɲ# {GOLD: #n̩karːəkˈɔ̃ɲ#} | *#ə̃ɲ̈ɡˌaɾkˈɔ̃ɲ# {GOLD: >*} | *#ɲ̈ɡaɾkˈɔɲ# {GOLD: >*} | *#ŋɡaɾkˈɔj# {GOLD: #ŋɡaɾkˈɔj#}
373    | ... | ... | ... | #nkˌɑrdˌullˈiːkiɑ# | *#nkˌɑrdˌʊllˈikjɑ# | *#nkˌɑrdˌulːˈikjɑ# | *#ənkˌarðˌulːˈicja# | *#ə̃nkˌaɾðˌulːˈicja# | *#ə̃nɡˌaɾðˌulːˈicja# | *#ə̃ŋɡˌaɾðˌulːˈicɛ# {GOLD: >*} | *#ə̃ɲ̈ɡˌaɾðˌulːˈicɛ# {GOLD: >*} | *#ɲ̈ɡaɾðulˈicɛ# {GOLD: >*} | *#ŋɡaɾðulˈicɛ# {GOLD: #ŋɡaɾðulˈicɛ#}
374    | ... | ... | ... | #ˌinɡɑnniˈeːnioː# | *#ˌɪŋɡɑnnjˈeːnju# | *#ˌeŋɡɑnɲˈeɲu# | *#əŋɡanɲˈeɲu# | *#ə̃ŋɡə̃nɲˈẽɲu# | *#ə̃ŋɡə̃ɲˈɛ̃ɲə# | *#ə̃ŋɡə̃ɲˈɛ̃ɲ# {GOLD: >*} | *#ə̃ɲ̈ɡə̃ɲˈɛ̃ɲ# {GOLD: >*} | *#ɲ̈ɡəɲˈɛɲ# {GOLD: >*} | *#ŋɡəɲˈɛj# {GOLD: #ŋɡəɲˈɛj#}
375    | ... | ... | ... | #ˌinkʰˈordoː# | *#ˌɪnkʰˈɒrdu# | *#ˌenkˈordu# | *#ənkˈorðu# | *#ə̃nkˈɔɾðu# | *#ə̃nɡˈɔːɾðə# | *#ə̃ŋɡˈɔːɾð# {GOLD: #n̩kˈɔɾð#} | *#ə̃ɲ̈ɡˈɔːɾð# {GOLD: >*} | *#ɲ̈ɡˈɔɾð# {GOLD: >*} | *#ŋɡˈɔɾð# {GOLD: #ŋɡˈɔɾð#}
376    | ... | ... | ... | #ˌinkˌuneˈɑːnioː# | *#ˌɪnkˌʊnjˈɒːnju# | *#ˌenkˌuɲˈoɲu# | *#ənkˌuɲˈoɲu# | *#ə̃nkˌũːɲˈɔ̃ɲu# | *#ə̃nɡˌũːɲˈɔ̃ɲə# | *#ə̃ŋɡˌũːɲˈɔ̃ɲ# {GOLD: >*} | *#ə̃ɲ̈ɡˌũːɲˈɔ̃ɲ# {GOLD: >*} | *#ɲ̈ɡuɲˈɔɲ# {GOLD: >*} | *#ŋɡuɲˈɔj# {GOLD: #ŋɡujˈɔj#}
377    | ... | ... | ... | #ˌinkˌonsoːlˈɑːnioː# | *#ˌɪnkˌʊnsulˈɒːnju# | *#ˌenkˌusulˈoɲu# | *#ənkˌusulˈoɲu# | *#ə̃nkˌuːʃəlˈɔ̃ɲu# | *#ə̃nɡˌuːʃəlˠˈɔ̃ɲə# | *#ə̃ŋɡˌuːʃəlˠˈɔ̃ɲ# {GOLD: >*} | *#ə̃ɲ̈ɡˌuːʃəlˠˈɔ̃ɲ# {GOLD: >*} | *#ɲ̈ɡuʃəlˠˈɔɲ# {GOLD: #əŋɡuʃəlˠˈɔɲ#} | *#ŋɡuʃəlˠˈɔj# {GOLD: #ŋɡuʃulˠˈɔj#}
378    | ... | ... | ... | #ˌɑnɡustˈɑːnioː# | *#ˌɑŋɡʊstˈɒːnju# | *#ˌɑŋɡustˈoɲu# | *#əŋɡustˈoɲu# | *#ə̃ŋɡuːʃtˈɔ̃ɲu# | *#ə̃ŋɡuːʃtˈɔ̃ɲə# | *#ə̃ŋɡuːʃtˈɔ̃ɲ# {GOLD: >*} | *#ə̃ɲ̈ɡuːʃtˈɔ̃ɲ# {GOLD: >*} | *#ɲ̈ɡuʃtˈɔɲ# {GOLD: >*} | *#ŋɡuʃtˈɔj# {GOLD: #ŋɡuʃtˈɔj#}
379    | ... | ... | ... | #ˌɑnɡˈustum# | *#ˌɑŋɡˈʊstʊ# | *#ˌɑŋɡˈustu# | *#əŋɡˈustu# | *#ə̃ŋɡˈuʃtu# | *#ə̃ŋɡˈuːʃtə# | *#ə̃ŋɡˈuːʃt# {GOLD: #n̩ɡˈuʃt#} | *#ə̃ɲ̈ɡˈuːʃt# {GOLD: >*} | *#ɲ̈ɡˈuʃt# {GOLD: #əŋɡˈuʃt#} | *#ŋɡˈuʃt# {GOLD: #ŋɡˈuʃt#}
380    | ... | ... | ... | #ˌinɡrˈɑːtɑm# | *#ˌɪŋɡrˈɑːtɑ# | *#ˌeŋɡrˈɑtɑ# | *#əŋɡrˈata# | *#ə̃ŋɡɾˈata# | *#ə̃ŋɡɾˈata# | *#ə̃ŋɡɾˈatə# {GOLD: >*} | *#ə̃ɲ̈ɡɾˈatə# {GOLD: >*} | *#ɲ̈ɡɾˈatə# {GOLD: >*} | *#ŋɡɾˈatə# {GOLD: #ŋɡɾˈatə#}
381    | ... | ... | ... | ... | ... | ... | #lˠˌɒpˈuʃɪ# | *#lˠˌɑpˈuʃɪ# | *#lˠˌɑpˈuːʃə# | *#lˠˌapˈuːʃ# {GOLD: >*} | *#lˠˌapˈuːʃ# {GOLD: >*} | *#lˠapˈuʃ# {GOLD: >*} | *#lˠapˈuʃ# {GOLD: #lˠapˈuʃ#}
382    | ... | ... | ... | ... | ... | ... | #lˠˌɒpˈuʃɑ# | *#lˠˌɑpˈuʃɑ# | *#lˠˌɑpˈuːʃɑ# | *#lˠˌapˈuːʃə# {GOLD: >*} | *#lˠˌapˈuːʃə# {GOLD: >*} | *#lˠapˈuʃə# {GOLD: >*} | *#lˠapˈuʃə# {GOLD: #lˠapˈuʃə#}
383    | ... | ... | ... | ... | ... | ... | #lˠˈɒskɑ# | *#lˠˈɑʃkɑ# | *#lˠˈɑːʃkɑ# | *#lˠˈaːʃkə# {GOLD: >*} | *#lˠˈaːʃkə# {GOLD: >*} | *#lˠˈaʃkə# {GOLD: >*} | *#lˠˈaʃkə# {GOLD: #lˠˈaʃkə#}
384    | ... | ... | ... | ... | ... | ... | #lˠˈɑzɪt͡sɑ# | *#lˠˈɑzɪt͡sɑ# | *#lˠˈɑːst͡sɑ# | *#lˠˈaːst͡sə# {GOLD: >*} | *#lˠˈaːst͡sə# {GOLD: >*} | *#lˠˈast͡sə# {GOLD: >*} | *#lˠˈast͡sə# {GOLD: #lˠˈat͡sə#}
385    | ... | ... | ... | ... | ... | ... | #lˠˈɒzʊkɑ# | *#lˠˈɑzkɑ# | *#lˠˈɑːskɑ# | *#lˠˈaːskə# {GOLD: >*} | *#lˠˈaːskə# {GOLD: >*} | *#lˠˈaskə# {GOLD: >*} | *#lˠˈaskə# {GOLD: #lˠˈaskə#}
386    | ... | ... | ... | ... | ... | ... | #lˠˈɒzɒrɑ# | *#lˠˈɑzʊɾɑ# | *#lˠˈɑːzʊɾə# | *#lˠˈaːzɾ̩# {GOLD: >*} | *#lˠˈaːzɾ̩# {GOLD: >*} | *#lˠˈazɾ̩# {GOLD: >*} | *#lˠˈazəɾ# {GOLD: #lˠˈazuɾə#}
387    | ... | ... | ... | ... | ... | ... | #lˠˈɒ̃ɡɑ# | *#lˠˈɑ̃nɡɑ# | *#lˠˈɑ̃nɡɑ# | *#lˠˈʌ̃ŋɡə# {GOLD: #lˠˈɑ̃ŋkə#} | *#lˠˈə̃ɲ̈ɡə# {GOLD: >*} | *#lˠˈəɲ̈ɡə# {GOLD: >*} | *#lˠˈəŋɡə# {GOLD: #lˠˈəŋɡə#}
388    | ... | ... | #ɦˌɔːlˈenaː# | *#ˌɔːlˈenɑ# | *#ˌʊlˈɛnɑ# | *#ˌulˈɛnɑ# | *#ɔːʷlˈana# | *#ʊlˈãɾ̃a# | *#ʊlˠˈãɾ̃a# | *#lˠˈʌ̃ɾ̃ə# {GOLD: #lˠˈãɾ̃ə#} | *#lˠˈə̃ɾ̃ə# {GOLD: >*} | *#lˠˈəɾə# {GOLD: >*} | *#lˠˈəɾə# {GOLD: #lˠˈəɾə#}
389    | ... | ... | ... | ... | ... | ... | ... | #lˌɒmˈitɪ# | *#lˠˌɒmˈitə# | *#lˠˌɔmˈit# {GOLD: >*} | *#lˠˌɔmˈit# {GOLD: >*} | *#lˠɔmˈit# {GOLD: >*} | *#lˠɔmˈit# {GOLD: #lˠɔmˈit#}
390    | ... | ... | ... | ... | ... | ... | ... | #lˈɒskɑ# | *#lˠˈɒːskɑ# | *#lˠˈɔːskə# {GOLD: >*} | *#lˠˈɔːskə# {GOLD: >*} | *#lˠˈɔskə# {GOLD: >*} | *#lˠˈɔskə# {GOLD: #lˠˈɔskə#}
391    | ... | ... | ... | ... | ... | ... | ... | #lˈɯkɑ# | *#lˠˈukɑ# | *#lˠˈukə# {GOLD: >*} | *#lˠˈukə# {GOLD: >*} | *#lˠˈukə# {GOLD: >*} | *#lˠˈukə# {GOLD: #lˠˈukə#}
392    | ... | ... | ... | #wˈolpulum# | *#wˈɒlpʊlʊ# | *#wˈolpulu# | *#βˈolpulu# | *#βˈɔlpulu# | *#vˈɔːlpulˠə# | *#vˈɔːlˠpulˠ# {GOLD: #wˈɔlpulˠ#} | *#vˈɔːlˠpulˠ# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
393    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌukrˈɑjɑ# | *#ˌukɾˈajə# {GOLD: >*} | *#ˌukɾˈajə# {GOLD: >*} | *#ukɾˈajə# {GOLD: >*} | *#ukɾˈajə# {GOLD: #ukɾˈajə#}
394    | ... | ... | ... | #ˌunkˈɑːnioː# | *#ˌʊnkˈɒːnju# | *#ˌunkˈoɲu# | *#ˌuːnkˈoɲu# | *#ˌũnkˈɔ̃ɲu# | *#ˌũnɡˈɔ̃ɲə# | *#ˌũŋɡˈɔ̃ɲ# {GOLD: >*} | *#ˌũɲ̈ɡˈɔ̃ɲ# {GOLD: >*} | *#uɲ̈ɡˈɔɲ# {GOLD: >*} | *#uŋɡˈɔj# {GOLD: #uŋɡɾˈɔj#}
395    | ... | ... | ... | #ˌoleˈɑstrum# | *#ˌʊʎˈɑstrʊ# | *#ˌuʎˈɑstru# | *#ˌuːʎˈastru# | *#ˌuʎˈaʃtɾu# | *#ˌulˠˈaːʃtɾə# | *#ˌulˠˈaːʃtɾ̩# {GOLD: >*} | *#ˌulˠˈaːʃtɾ̩# {GOLD: >*} | *#ulˠˈaʃtɾ̩# {GOLD: >*} | *#ulˠˈaʃtəɾ# {GOLD: #ulˠˈaʃtəɾ#}
396    | ... | ... | ... | #ˌoliːwˈɑːnum# | *#ˌʊlˈiwɑːnʊ# | *#ˌulˈiwɑnu# | *#ˌuːlˈiwɑ̃ɾ̃u# | *#ˌulˈĩːɾ̃u# | *#ˌulˠˈĩːɾ̃ə# | *#ˌulˠˈĩː# {GOLD: #ˌulˠˈĩː#} | *#ˌulˠˈĩː# {GOLD: >*} | *#ulˠˈi# {GOLD: >*} | *#ulˠˈi# {GOLD: #ulˠˈi#}
397    | ... | ... | ... | ... | #ˌeːwɑnɡˈɛʎu# | *#ˌewɑnɡˈɛjlu# | *#wanɟˈilu# | *#wə̃nɟˈilu# | *#wə̃nɟˈiːlˠə# | *#ũɲɟˈiːlˠ# {GOLD: >*} | *#ũɲɟˈiːlˠ# {GOLD: >*} | *#uɲɟˈilˠ# {GOLD: >*} | *#uɲɟˈilˠ# {GOLD: #uɲɟˈilˠ#}
398    | ... | ... | ... | #ˌɑksˈunɡiɑ# | *#ˌʊsˈʊɲjɑ# | *#ˌusˈuɲɑ# | *#ˌuːsˈuɲa# | *#ˌuʃˈũɲa# | *#ˌuʃˈũɲa# | *#ˌuʃˈũɲə# {GOLD: #aʃˈũɲə#} | *#ˌuʃˈũɲə# {GOLD: #uʃˈũɲə#} | *#uʃˈuɲə# {GOLD: #uʃˈuɲə#} | *#uʃˈuɲə# {GOLD: #uʃˈuɲə#}
399    | ... | ... | ... | #wˌeskˈonioː# | *#wˌɛskˈɒnju# | *#wˌɛskˈojɲu# | *#βˌɛskˈojɲu# | *#βɪʃkˈɔj̃ɲu# | *#vəʃkˈɛ̃ɲə# | *#vəʃkˈɛ̃ɲ# {GOLD: >*} | *#vəʃkˈɛ̃ɲ# {GOLD: >*} | *#vəʃkˈɛɲ# {GOLD: >*} | *#vəʃcˈɛj# {GOLD: #uʃcˈɛj#}
400    | ... | ... | ... | #ˌoːskitˈɑːnioː# | *#ˌuskɪtˈɒːnju# | *#ˌusktˈoɲu# | *#ˌuːstˈoɲu# | *#ˌuʃtˈɔ̃ɲu# | *#ˌuʃtˈɔ̃ɲə# | *#ˌuʃtˈɔ̃ɲ# {GOLD: >*} | *#ˌuʃtˈɔ̃ɲ# {GOLD: >*} | *#uʃtˈɔɲ# {GOLD: >*} | *#uʃtˈɔj# {GOLD: #uʃtˈɔj#}
401    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌudˈɒbɪ# | *#ˌudˈɔb# {GOLD: >*} | *#ˌudˈɔb# {GOLD: >*} | *#udˈɔb# {GOLD: >*} | *#udˈɔb# {GOLD: #udˈɔb#}
402    | ... | ... | ... | ... | ... | ... | ... | ... | #jˌunˈɑkʊ# | *#jˌunˈak# {GOLD: >*} | *#jˌunˈak# {GOLD: >*} | *#junˈak# {GOLD: >*} | *#junˈak# {GOLD: #unˈak#}
403    | ... | ... | ... | #ˌurulˈiːnioː# | *#ˌʊrʊlˈinju# | *#ˌurulˈiɲu# | *#ˌuːrulˈiɲu# | *#ˌuɾəlˈĩɲu# | *#ˌuɾəlˈĩɲə# | *#ˌuɾəlˈĩɲ# {GOLD: >*} | *#ˌuɾəlˈĩɲ# {GOLD: >*} | *#uɾəlˈiɲ# {GOLD: >*} | *#uɾəlˈij# {GOLD: #uləɾˈij#}
404    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌulˈiʃt͡ʃɛ# | *#ˌulˈiʃtə# {GOLD: >*} | *#ˌulˈiʃtə# {GOLD: >*} | *#ulˈiʃtə# {GOLD: >*} | *#ulˈiʃtə# {GOLD: #ulˈiʃtə#}
405    | ... | ... | ... | #ˌoːrˈɑːnioː# | *#ˌurˈɒːnju# | *#ˌurˈoɲu# | *#ˌuːrˈoɲu# | *#ˌuɾˈɔ̃ɲu# | *#ˌuɾˈɔ̃ɲə# | *#ˌuɾˈɔ̃ɲ# {GOLD: >*} | *#ˌuɾˈɔ̃ɲ# {GOLD: >*} | *#uɾˈɔɲ# {GOLD: >*} | *#uɾˈɔj# {GOLD: #uɾˈɔj#}
406    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌurˈɒkʊ# | *#ˌuɾˈɔk# {GOLD: >*} | *#ˌuɾˈɔk# {GOLD: >*} | *#uɾˈɔk# {GOLD: >*} | *#uɾˈɔk# {GOLD: #uɾˈɔk#}
407    | ... | ... | ... | #rˌotˈundɑ# | *#rˌɒtˈʊndɑ# | *#rˌotˈundɑ# | *#rːˌotˈunda# | *#rːˌɔtˈũnda# | *#rːˌɔtˈũnda# | *#rˌɔtˈũndə# {GOLD: #ˌɾ̩tˈundə#} | *#rˌɔtˈũndə# {GOLD: >*} | *#rɔtˈundə# {GOLD: >*} | *#rɔtˈundə# {GOLD: #uɾtˈundə#}
408    | ... | ... | ... | #ˌordinˈɑːtɑm# | *#ˌʊrdɪnˈɑːtɑ# | *#ˌurdenˈɑtɑ# | *#ˌuːrðɑ̃ɾ̃ˈata# | *#ˌuɾðə̃ɾ̃ˈata# | *#ˌuɾðə̃ɾ̃ˈata# | *#ˌuɾðə̃ɾ̃ˈatə# {GOLD: >*} | *#ˌuɾðə̃ɾ̃ˈatə# {GOLD: >*} | *#uɾðəɾˈatə# {GOLD: #uɾðəɾˈatə#} | *#uɾðəɾˈatə# {GOLD: #uɾðəɾˈatə#}
409    | ... | ... | ... | #ˌordinˈɑːnioː# | *#ˌʊrdɪnˈɒːnju# | *#ˌurdenˈoɲu# | *#ˌuːrðɑ̃ɾ̃ˈoɲu# | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲu# | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲə# | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲ# {GOLD: #ˌuɾðə̃ɾ̃ˈɔ̃ɲ#} | *#ˌuɾðə̃ɾ̃ˈɔ̃ɲ# {GOLD: >*} | *#uɾðəɾˈɔɲ# {GOLD: #ˌuɾðəɾˈɔɲ#} | *#uɾðəɾˈɔj# {GOLD: #uɾðəɾˈɔj#}
410    | ... | ... | ... | #hˌorrˈeːnioː# | *#hˌʊrrˈeːnju# | *#hˌurrˈeɲu# | *#ˌuːrrˈeɲu# | *#ˌuɾɾˈẽɲu# | *#ˌurːˈɛ̃ɲə# | *#ˌurˈɛ̃ɲ# {GOLD: >*} | *#ˌurˈɛ̃ɲ# {GOLD: >*} | *#urˈɛɲ# {GOLD: >*} | *#urˈɛj# {GOLD: #urˈɛj#}
411    | ... | ... | ... | ... | ... | ... | #wˌʊpˈeskʊpʊ# | *#wˌʊpˈeʃkpə# | *#wˌʊpˈɛːʃkpə# | *#ˌupˈɛːʃp# {GOLD: >*} | *#ˌupˈɛːʃp# {GOLD: >*} | *#upˈɛʃp# {GOLD: >*} | *#upˈɛʃp# {GOLD: #upˈɛʃk#}
412    | ... | ... | ... | #ˌɑwˈunkulum# | *#ˌɑwˈʊnkʊlʊ# | *#ˌɑwˈunkulu# | *#wˈunkulu# | *#wˈũnkulu# | *#wˈũnɡəlːə# | *#ˈũŋɡl̩ː# {GOLD: #ˈũŋkl̩#} | *#ˈũɲ̈ɡl̩ː# {GOLD: >*} | *#ˈuɲ̈ɟ# {GOLD: >*} | *#ˈuɲɟ# {GOLD: #ˈuɲɟ#}
413    | ... | ... | ... | #ˈoːtum# | *#ˈoːtʊ# | *#ˈøtu# | *#ˈøtu# | *#ˈœːtu# | *#ˈye̯tə# | *#ˈut# {GOLD: #ɦˈut#} | *#ˈut# {GOLD: >*} | *#ˈut# {GOLD: >*} | *#ˈut# {GOLD: #ˈut#}
414    | ... | ... | ... | #ˈordinem# | *#ˈɒrdɪnɛ# | *#ˈordenɛ# | *#ˈørðɑ̃ɾ̃ɪ# | *#ˈœːɾðɐɾ̃ɪ# | *#ˈye̯ɾðɐɾ̃ə# | *#ˈuɾðəɾ̃# {GOLD: #ˈuɾðə̃ɾ̃ə#} | *#ˈuɾðəɾ̃# {GOLD: >*} | *#ˈuɾðəɾ# {GOLD: >*} | *#ˈuɾðəɾ# {GOLD: #ˈuɾðəɾ#}
415    | ... | ... | ... | #wˈoːmis# | *#wˈɒmɪ# | *#wˈomɪ# | *#βˈomɪ# | *#βˈɔ̃mɪ# | *#vˈɔ̃mə# | *#vˈɔ̃m# {GOLD: >*} | *#vˈɔ̃m# {GOLD: >*} | *#vˈɔm# {GOLD: >*} | *#vˈɔm# {GOLD: #ˈumb#}
416    | ... | ... | ... | ... | ... | ... | ... | ... | #tjˈɛ̃ʒɪnɑ# | *#cˈɛ̃ʒnə# {GOLD: >*} | *#cˈɛ̃ʒnə# {GOLD: >*} | *#cˈɛʒnə# {GOLD: >*} | *#cˈɛʒnə# {GOLD: #cˈaʒnə#}
417    | ... | ... | ... | #kˈirkum# | *#kˈɪrkʊ# | *#kjˈarku# | *#cˈarku# | *#cˈaɾku# | *#cˈaːɾkə# | *#cˈaːɾk# {GOLD: >*} | *#cˈaːɾk# {GOLD: >*} | *#cˈaɾk# {GOLD: >*} | *#cˈaɾk# {GOLD: #cˈaɾk#}
418    | ... | ... | ... | #kˈirkulum# | *#kˈɪrkʊlʊ# | *#kjˈarkulu# | *#cˈarkulu# | *#cˈaɾkulu# | *#cˈaːɾkulˠə# | *#cˈaːɾkulˠ# {GOLD: >*} | *#cˈaːɾkulˠ# {GOLD: >*} | *#cˈaɾkulˠ# {GOLD: >*} | *#cˈaɾkulˠ# {GOLD: #cˈaɾkulˠ#}
419    | ... | ... | ... | #klˈɑːrtɑ# | *#klˈɑːrtɑ# | *#klˈɑrtɑ# | *#klˈarta# | *#klˈaɾta# | *#klˈaːɾta# | *#kʎˈaːɾtə# {GOLD: >*} | *#kʎˈaːɾtə# {GOLD: >*} | *#cˈaɾtə# {GOLD: >*} | *#cˈaɾtə# {GOLD: #cˈaɾtə#}
420    | ... | ... | ... | #kˈerrum# | *#kˈɛrrʊ# | *#kjˈarru# | *#cˈarru# | *#cˈaɾɾu# | *#cˈaːrːə# | *#cˈaːr# {GOLD: >*} | *#cˈaːr# {GOLD: >*} | *#cˈar# {GOLD: >*} | *#cˈar# {GOLD: #cˈar#}
421    | ... | ... | ... | #kʷˌiː# | *#kʷˌi# | *#kʷˌy# | *#kˌy# | *#cˌy# | *#cˌy# | *#cˌy# {GOLD: #ci#} | *#cˌy# {GOLD: >*} | *#cy# {GOLD: >*} | *#cy# {GOLD: #cə#}
422    | ... | ... | ... | #klˌɑːrˈɑːnioː# | *#klˌɑːrˈɒːnju# | *#klˌɑrˈoɲu# | *#klˌarˈoɲu# | *#kləɾˈɔ̃ɲu# | *#kləɾˈɔ̃ɲə# | *#kl̩ɾˈɔ̃ɲ# {GOLD: >*} | *#kl̩ɾˈɔ̃ɲ# {GOLD: >*} | *#kl̩ɾˈɔɲ# {GOLD: #cəɾˈɔɲ#} | *#kəlɾˈɔj# {GOLD: #cəɾˈɔj#}
423    | ... | ... | ... | #kˌuːrˈɑːnioː# | *#kˌuːrˈɒːnju# | *#kˌyrˈoɲu# | *#kˌyrˈoɲu# | *#cəɾˈɔ̃ɲu# | *#cəɾˈɔ̃ɲə# | *#cəɾˈɔ̃ɲ# {GOLD: #ciɾˈɔ̃ɲ#} | *#cəɾˈɔ̃ɲ# {GOLD: >*} | *#cəɾˈɔɲ# {GOLD: >*} | *#cəɾˈɔj# {GOLD: #cəɾˈɔj#}
424    | ... | ... | ... | #kʷˌae̯rˈonioː# | *#kʷˌɛrˈɒnju# | *#kʷˌɛrˈoɲu# | *#kˌɛrˈoɲu# | *#cəɾˈɔ̃ɲu# | *#cəɾˈɔ̃ɲə# | *#cəɾˈɔ̃ɲ# {GOLD: >*} | *#cəɾˈɔ̃ɲ# {GOLD: >*} | *#cəɾˈɔɲ# {GOLD: >*} | *#cəɾˈɔj# {GOLD: #cəɾˈɔj#}
425    | ... | ... | ... | ... | ... | ... | #kˌɑrrjˈozʊ# | *#kˌɑɾɾjˈɔzə# | *#kˌɑrːjˈɔːzə# | *#kˌarjˈɔːz# {GOLD: >*} | *#kˌarjˈɔːz# {GOLD: >*} | *#karjˈɔz# {GOLD: >*} | *#karjˈɔz# {GOLD: #cəɾˈɔz#}
426    | ... | ... | ... | #kˌertˈɑːnioː# | *#kˌɛrtˈɒːnju# | *#kˌɛrtˈoɲu# | *#kˌɛrtˈoɲu# | *#cəɾtˈɔ̃ɲu# | *#cəɾtˈɔ̃ɲə# | *#cɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#cɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#cɾ̩tˈɔɲ# {GOLD: >*} | *#cəɾtˈɔj# {GOLD: #cəɾtˈɔj#}
427    | ... | ... | ... | #kˌoˌeːmptˈɑːnioː# | *#kˌʊˌeːmptˈɒːnju# | *#kˌuˌemptˈoɲu# | *#kˌuˌemtˈoɲu# | *#kˌuːj̃mtˈɔ̃ɲu# | *#kˌuːj̃mtˈɔ̃ɲə# | *#kˌuːmtˈɔ̃ɲ# {GOLD: >*} | *#kˌuːmtˈɔ̃ɲ# {GOLD: >*} | *#kumtˈɔɲ# {GOLD: >*} | *#kumtˈɔj# {GOLD: #cəmtˈɔj#}
428    | ... | ... | ... | #klˈɑːwɑnum# | *#klˈɑːwɑnʊ# | *#klˈɑwɑnu# | *#klˈawɑ̃ɾ̃u# | *#klˈaːɐɾ̃u# | *#klˈaːɐɾ̃ə# | *#kʎˈaːɾ̃# {GOLD: #kʎˈɑ̃ɾ̃#} | *#kʎˈaːɾ̃# {GOLD: >*} | *#cˈaɾ# {GOLD: >*} | *#cˈaɾ# {GOLD: #cˈə#}
