etID  | Antique Proto-Albanian | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output {GOLD}
132    | #ˌeksˈemplum# | #ˌeksˈempləm# | #fʃjˈɛːmbl# | #fʃjˈɛ̃ːmbl# | #fʃjˈɛmbl# | #fʃjˈɛmbl# {GOLD: #ʃɛmbˈulˠ#}
133    | #ˌekshonorˈɑːnioː# | #ˌekshonorˈɑːɲoː# | #fʃhənərˈaːɲ# | #fʃhə̃ɾəɾˈəːɲ# | #fʃhəɾəɾˈəɲ# | #fʃhəɾəɾˈəɲ# {GOLD: #t͡ʃndəɾˈɔj#}
134    | #ˌeksˈiɡnioː# | #ˌeksˈiɲoː# | #fʃˈɛːɲ# | #fʃˈɛ̃ːɲ# | #fʃˈɛɲ# | #fʃˈɛɲ# {GOLD: #ʃˈij#}
135    | #ˌekskˌɑbɑllikˈɑːnioː# | #ˌekskˌɑɑlikˈɑːɲoː# | #fʃkəəlkˈaːɲ# | #fʃkəəʎkˈəːɲ# | #fʃkəəjkˈəɲ# | #ft͡ʃkəəjkˈəɲ# {GOLD: #ʃkalkˈɔj#}
136    | #ˌekskˌɑlˈɑːnioː# | #ˌekskˌɑlːˈɑːɲoː# | #fʃkəlːˈaːɲ# | #fʃkəlˠˈəːɲ# | #fʃkəlˠˈəɲ# | #ft͡ʃkəlˠˈəɲ# {GOLD: #ʃkalˠˈɔj#}
137    | #ˌekskˌɑmbiˈɑːnioː# | #ˌekskˌɑmbjˈɑːɲoː# | #fʃkəmbjˈaːɲ# | #fʃkə̃mbjˈəːɲ# | #fʃkəmbjˈəɲ# | #ft͡ʃkəmbjˈəɲ# {GOLD: #ʃkəmbˈɛj#}
138    | #ˌekskˌɑndˈeːnioː# | #ˌekskˌɑndˈeːɲoː# | #fʃkəndˈɛːɲ# | #fʃkə̃ndˈɛ̃ːɲ# | #fʃkəndˈɛɲ# | #ft͡ʃkəndˈɛɲ# {GOLD: #ʃkəndˈɛj#}
139    | #ˌekskˌɑrdiˈɑːnioː# | #ˌekskˌɑrdjˈɑːɲoː# | #fʃkərðjˈaːɲ# | #fʃkəɾðjˈəːɲ# | #fʃkəɾðjˈəɲ# | #ft͡ʃkəɾðjˈəɲ# {GOLD: #ʃkaɾzˈɛj#}
140    | #ˌekskˌɑrptˈɑːnioː# | #ˌekskˌɑrptˈɑːɲoː# | #fʃkərftˈaːɲ# | #fʃkəɾftˈəːɲ# | #fʃkəɾftˈəɲ# | #ft͡ʃkəɾftˈəɲ# {GOLD: #ʃkaɾtˈɔj#}
141    | #ˌekskˌɑtʰedrˈɑːnioː# | #ˌekskˌɑtedrˈɑːɲoː# | #fʃftədrˈaːɲ# | #fʃftədɾˈəːɲ# | #fʃftədɾˈəɲ# | #ft͡ʃftədɾˈəɲ# {GOLD: #ʃkatərˈɔj#}
142    | #ˌekskˌɑwdikˈɑːnioː# | #ˌekskˌɑwdikˈɑːɲoː# | #fʃkədəkˈaːɲ# | #fʃkədəkˈəːɲ# | #fʃkədəkˈəɲ# | #ft͡ʃkədəkˈəɲ# {GOLD: #ʃkaɡˈɔj#}
143    | #ˌekskiˈeːnioː# | #ˌekskjˈeːɲoː# | #fʃcjˈɛːɲ# | #fʃcjˈɛ̃ːɲ# | #fʃcjˈɛɲ# | #ft͡ʃcjˈɛɲ# {GOLD: #t͡ʃˈɔj#}
144    | #ˌekskˌipˈeːnioː# | #ˌekskˌipˈeːɲoː# | #fʃkəpˈɛːɲ# | #fʃkəpˈɛ̃ːɲ# | #fʃkəpˈɛɲ# | #ft͡ʃkəpˈɛɲ# {GOLD: #ʃcipˈɔj#}
145    | #ˌeksklˈoppus# | #ˌeksklˈoppu# | #fʃklˈɔpp# | #fʃkʎˈɔpp# | #fʃcˈɔpp# | #ft͡ʃcˈɔpp# {GOLD: #ʃcˈɛp#}
146    | #ˌekskˈubuloː# | #ˌekskˈuəlːoː# | #fʃkˈuːlː# | #fʃkˈuːlˠ# | #fʃkˈulˠ# | #ft͡ʃkˈulˠ# {GOLD: #ʃkˈul#}
147    | #ˌekskˌurtˈɑːnioː# | #ˌekskˌurtˈɑːɲoː# | #fʃkərtˈaːɲ# | #fʃkəɾtˈəːɲ# | #fʃkəɾtˈəɲ# | #ft͡ʃkəɾtˈəɲ# {GOLD: #ʃkuɾtˈɔj#}
148    | #ˌekskˈurtum# | #ˌekskˈurtəm# | #fʃkˈuːrt# | #fʃkˈuːɾt# | #fʃkˈuɾt# | #ft͡ʃkˈuɾt# {GOLD: #ʃkˈuɾt#}
149    | #ˌeksmˈulɡiɑ# | #ˌeksmˈulɡjɑ# | #fʃmˈyːlɟe# | #fʒmˈyːlɟe# | #fʒmˈylɟe# | #fʒmˈylɟe# {GOLD: #zmˈɔjlɛ#}
150    | #ˌeksˈossus# | #ˌeksˈossu# | #fʃˈɔːʃʃ# | #fʃˈɔːʃʃ# | #fʃˈɔʃʃ# | #fʃˈɔt͡ʃʃ# {GOLD: #ʃˈuʃ#}
151    | #ˌekspˌediːtˈɑːnioː# | #ˌekspˌediːtˈɑːɲoː# | #fʃpəətˈaːɲ# | #fʃpəətˈəːɲ# | #fʃpəətˈəɲ# | #ft͡ʃpəətˈəɲ# {GOLD: #ʃpətˈɔj#}
152    | #ˌekspˌedˈiːtus# | #ˌekspˌedˈiːtu# | #fʃpˈiːt# | #fʃpˈiːt# | #fʃpˈit# | #ft͡ʃpˈit# {GOLD: #ʃpˈɛjtə#}
153    | #ˌekspˌellɑwˈɑːnioː# | #ˌekspˌelɑˈɑːɲoː# | #fʃpəlˈaːɲ# | #fʃpəlˈəːɲ# | #fʃpəlˈəɲ# | #ft͡ʃpəlˈəɲ# {GOLD: #ʃpəlˈaj#}
154    | #ˌekspˌerlɑwˈɑːnioː# | #ˌekspˌelːɑˈɑːɲoː# | #fʃpəlːˈaːɲ# | #fʃpəlˠˈəːɲ# | #fʃpəlˠˈəɲ# | #ft͡ʃpəlˠˈəɲ# {GOLD: #ʃpəɾlˈaj#}
155    | #ˌeksplikˈɑːnioː# | #ˌeksplikˈɑːɲoː# | #fʃplkˈaːɲ# | #fʃpʎkˈəːɲ# | #fʃpjkˈəɲ# | #ft͡ʃpjkˈəɲ# {GOLD: #ʃpjɛɡˈɔj#}
156    | #ˌeksriːmˈɑːnioː# | #ˌeksriːmˈɑːɲoː# | #fʃrəmˈaːɲ# | #fʒɾə̃mˈəːɲ# | #fʒɾəmˈəɲ# | #fʒɾəmˈəɲ# {GOLD: #hɛɾmˈɔj#}
157    | #ˌekstˌenuˈɑːnioː# | #ˌekstˌenwˈɑːɲoː# | #fʃtənwˈaːɲ# | #fʃtə̃nwˈəːɲ# | #fʃtənwˈəɲ# | #ft͡ʃtənwˈəɲ# {GOLD: #ʃtərˈɔj#}
158    | #ˌekstrˈuːdoː# | #ˌekstrˈuːdoː# | #fʃtrˈy# | #fʃtɾˈy# | #fʃtɾˈy# | #ft͡ʃtɾˈy# {GOLD: #ʃtɾˈyð#}
159    | #ˌeksˌunɡulˈɑːnioː# | #ˌeksˌunɡulːˈɑːɲoː# | #fʃənɡəlːˈaːɲ# | #fʃə̃nɡəlˠˈəːɲ# | #fʃənɡəlˠˈəɲ# | #fʃənɡəlˠˈəɲ# {GOLD: #ʃuŋɡulˠˈɔj#}
160    | #ˌekswiɡilˈɑːnioː# | #ˌekswiɡilːˈɑːɲoː# | #fʃwəɡəlːˈaːɲ# | #fʃwəɡəlˠˈəːɲ# | #fʃwəɡəlˠˈəɲ# | #fʃwəɡəlˠˈəɲ# {GOLD: #zɟˈɔj#}
161    | #ˈeːkʰum# | #ˈeːkəm# | #ˈɛk# | #hˈɛk# | #hˈɛk# | #hˈɛk# {GOLD: #jˈɛh#}
162    | #ˌelˈeɡiːɑ# | #ˌeʎˈeɡjɑ# | #ʎˈiɟe# | #ʎˈiɟe# | #jˈiɟe# | #jˈiɟe# {GOLD: #lˈiɟɛ#}
163    | #ˌeleːmˈosynɑ# | #ˌeʎeːmˈosənɑ# | #ʎəmˈɔːʃnə# | #ʎə̃mˈɔːʒnə# | #jəmˈɔʒnə# | #jəmˈɔʒnə# {GOLD: #ləmˈɔʃtəɾ#}
164    | #ˌepˈiskˈopus# | #ˌepˈiskˈopu# | #pˈɛːʃkˈɔp# | #pˈɛːʃkˈɔp# | #pˈɛʃkˈɔp# | #pˈɛt͡ʃkˈɔp# {GOLD: #pɛʃkˈɔp#}
165    | #ˌepˈiskopus# | #ˌepˈiskəpu# | #pˈɛːʃkp# | #pˈɛːʃkp# | #pˈɛʃkp# | #pˈɛt͡ʃkp# {GOLD: #upˈɛʃkəp#}
166    | #ˌeːrɑːdikˈɑːnioː# | #ˌeːrɑːdikˈɑːɲoː# | #rəəkˈaːɲ# | #ɾəəkˈəːɲ# | #ɾəəkˈəɲ# | #ɾəəkˈəɲ# {GOLD: #rəɟˈɔj#}
167    | #ˈeːremum# | #ˈeːrəməm# | #ˈɛːrm# | #hˈɛːɾmb# | #hˈɛɾmb# | #hˈɛɾmb# {GOLD: #jˈɛɾm#}
168    | #ˌerˌeːmˈiːtum# | #ˌerˌeːmˈiːtəm# | #rəmˈit# | #ɾə̃mˈit# | #ɾəmˈit# | #ɾəmˈit# {GOLD: #rəmˈit#}
169    | #ˌeːriːkium# | #ˌeːriːkjum# | #ricj# | #ɾicj# | #ɾicj# | #ɾicj# {GOLD: #iɾˈic#}
170    | #ˌeruˈillɑ# | #ˌerbˈilɑ# | #ərbˈɛːlə# | #həɾbˈɛːlə# | #həɾbˈɛlə# | #həɾbˈɛlə# {GOLD: #rˈylə#}
171    | #ˈeːskɑm# | #ˈeːskəm# | #ˈiːʃk# | #hˈiːʃk# | #hˈiʃk# | #hˈit͡ʃk# {GOLD: #ˈɛʃkə#}
172    | #ˌet# | #ˌet# | #t# | #t# | #t# | #t# {GOLD: #e#}
173    | #ˌeːwɑnɡˈelum# | #ˌeːɑnɡˈelːəm# | #anɟjˈɛːlː# | #hə̃nɟjˈɛːlˠ# | #hənɟjˈɛlˠ# | #hənɟjˈɛlˠ# {GOLD: #uɲɟˈilˠ#}
174    | #fˈɑbrikɑ# | #fˈɑrəkɑ# | #fˈaːrkə# | #fˈaːɾkə# | #fˈaɾkə# | #fˈaɾkə# {GOLD: #fˈaɾkə#}
175    | #fˌɑbrikˈɑːnioː# | #fˌɑrikˈɑːɲoː# | #fərkˈaːɲ# | #fəɾkˈəːɲ# | #fəɾkˈəɲ# | #fəɾkˈəɲ# {GOLD: #faɾkˈɔj#}
176    | #fˈɑːɡus# | #fˈɑːɡu# | #fˈaɡ# | #fˈaɡ# | #fˈaɡ# | #fˈaɡ# {GOLD: #fˈaɡ#}
177    | #fˌɑllˈeːnioː# | #fˌɑlˈeːɲoː# | #fəlˈɛːɲ# | #fəlˈɛ̃ːɲ# | #fəlˈɛɲ# | #fəlˈɛɲ# {GOLD: #fəjˈɛj#}
178    | #fˈɑllium# | #fˈɑlːəm# | #fˈaːlː# | #fˈaːlˠ# | #fˈalˠ# | #fˈalˠ# {GOLD: #fˈaj#}
179    | #fˌɑlkˈiːneɑ# | #fˌɑlkˈiːɲɑ# | #fəlcˈiːɲə# | #fəlcˈĩːɲə# | #fəlcˈiɲə# | #fəlcˈiɲə# {GOLD: #fəlcˈiɲə#}
180    | #fˌɑlkˈoːnem# | #fˌɑlkˈoːnəm# | #fəlcˈɛːn# | #fəlcˈɛ̃ːn# | #fəlcˈɛn# | #fəlcˈɛn# {GOLD: #fajkˈua̯#}
181    | #fˈɑkieːs# | #fˈɑkjeː# | #fˈɛcj# | #fˈɛcj# | #fˈɛcj# | #fˈɛcj# {GOLD: #fˈacɛ#}
182    | #fˌɑktˈuːrɑm# | #fˌɑktˈuːrəm# | #fəftˈyːr# | #fəftˈyːɾ# | #fəftˈyɾ# | #fəftˈyɾ# {GOLD: #fytˈyɾə#}
183    | #fˈɑːmɑ# | #fˈɑːmɑ# | #fˈaːmə# | #fˈəːmbə# | #fˈəmbə# | #fˈəmbə# {GOLD: #fˈamə#}
184    | #fˌɑmˈiliɑm# | #fˌɑmˈiʎəm# | #fəmˈiːʎ# | #fə̃mˈiːʎ# | #fəmˈij# | #fəmˈij# {GOLD: #fəmˈijə#}
185    | #fˈɑmulum# | #fˈɑməlːəm# | #fˈaːmlː# | #fˈəːmlˠ# | #fˈəmlˠ# | #fˈəmlˠ# {GOLD: #fˈamulˠ#}
186    | #fˌɑːrinˈɑːnioː# | #fˌɑːrinˈɑːɲoː# | #fərənˈaːɲ# | #fəɾə̃ɾˈəːɲ# | #fəɾəɾˈəɲ# | #fəɾəɾˈəɲ# {GOLD: #fərˈɔj#}
187    | #fˌɑːrinˈɑːtɑ# | #fˌɑːrinˈɑːtɑ# | #fərənˈatə# | #fəɾə̃ɾˈatə# | #fəɾəɾˈatə# | #fəɾəɾˈatə# {GOLD: #fərˈatə#}
188    | #fˈɑrmɑkum# | #fˈɑrməkəm# | #fˈaːrmɡ# | #fˈaːɾmɡ# | #fˈaɾmɡ# | #fˈaɾmɡ# {GOLD: #fˈaɾmək#}
189    | #fˈɑskiɑm# | #fˈɑskjəm# | #fˈɛːʃcj# | #fˈɛːʃcj# | #fˈɛʃcj# | #fˈɛt͡ʃcj# {GOLD: #fˈaʃcə#}
190    | #fˈɑːtum# | #fˈɑːtəm# | #fˈat# | #fˈat# | #fˈat# | #fˈat# {GOLD: #fˈat#}
191    | #fˌɑwˈɑliɑm# | #fˌɑˈɑʎəm# | #fˈɛːʎ# | #fˈɛːʎ# | #fˈɛj# | #fˈɛj# {GOLD: #fˈɛlə#}
192    | #fˌebruˈɑːrius# | #fˌebrbˈɑːrju# | #fəbrbˈɛːrj# | #fəbɾbˈɛːɾj# | #fəbɾbˈɛɾj# | #fəbɾbˈɛɾj# {GOLD: #fɾˈua̯ɾ#}
193    | #fˈeːminɑm# | #fˈeːmənəm# | #fˈɛːmn# | #fˈɛ̃ːmn# | #fˈɛmn# | #fˈɛmn# {GOLD: #fˈɛməɾ#}
194    | #fˌerruskum# | #fˌerːuskum# | #fˌɛrːuʃk# | #fˌɛruʃk# | #fˌɛruʃk# | #fˌɛrut͡ʃk# {GOLD: #fɾˈuʃkə#}
195    | #fˌeːtˈoːsum# | #fˌeːtˈoːsəm# | #fətˈɛːʃ# | #fətˈɛːʃ# | #fətˈɛʃ# | #fətˈɛʃ# {GOLD: #fˈɔʃ#}
196    | #fˈidem# | #fˈidəm# | #fˈɛd# | #fˈɛd# | #fˈɛd# | #fˈɛd# {GOLD: #fˈɛ#}
197    | #fˌidˈɑːnioː# | #fˌidˈɑːɲoː# | #fˈaːɲ# | #fˈəːɲ# | #fˈəɲ# | #fˈəɲ# {GOLD: #fɛjˈɔj#}
198    | #fˈiːkum# | #fˈiːkəm# | #fˈik# | #fˈik# | #fˈik# | #fˈik# {GOLD: #fˈik#}
199    | #fˌiːliˈɑːnum# | #fˌiːʎˈɑːnəm# | #fəʎˈaːn# | #fəʎˈəːn# | #fəjˈən# | #fəjˈən# {GOLD: #fijˈaɾ#}
200    | #fˌiliˈɑster# | #fˌiʎˈɑstər# | #fəʎˈaːʃtr# | #fəʎˈaːʃtɾ# | #fəjˈaʃtɾ# | #fəjˈat͡ʃtɾ# {GOLD: #θjˈɛʃtəɾ#}
201    | #fˌilikˈeːtum# | #fˌiʎikˈeːtəm# | #fəʎcˈɛt# | #fəʎcˈɛt# | #fəjcˈɛt# | #fəjcˈɛt# {GOLD: #fulcˈɛt#}
202    | #fˈiːlum# | #fˈiːlːəm# | #fˈiːlː# | #fˈiːlˠ# | #fˈilˠ# | #fˈilˠ# {GOLD: #fˈilˠ#}
203    | #fˌiriɡilˈiːnum# | #fˌiriɡiʎˈiːnəm# | #fərɡəʎˈiːn# | #fəɾɡəʎˈĩːn# | #fəɾɡəjˈin# | #fəɾɡəjˈin# {GOLD: #flˈi#}
204    | #fˌistˈikulɑ# | #fˌistˈikəlːɑ# | #fəʃtˈɛklːə# | #fəʃtˈɛklˠə# | #fəʃtˈɛklˠə# | #fət͡ʃtˈɛklˠə# {GOLD: #fʃˈikulˠ#}
205    | #fˌistulˈɑːnioː# | #fˌistulːˈɑːɲoː# | #fəʃtəlːˈaːɲ# | #fəʃtəlˠˈəːɲ# | #fəʃtəlˠˈəɲ# | #fət͡ʃtəlˠˈəɲ# {GOLD: #fiʃkəlˠˈɔj#}
206    | #flˈɑkulɑ# | #flˈɑkəlːɑ# | #flˈaklːə# | #flˈaklˠə# | #flˈaklˠə# | #flˈaklˠə# {GOLD: #flˈakə#}
207    | #fˈɑkulɑ# | #fˈɑkəlːɑ# | #fˈaklːə# | #fˈaklˠə# | #fˈaklˠə# | #fˈaklˠə# {GOLD: #flˈakə#}
208    | #flˈɑkulɑ# | #flˈɑkəlːɑ# | #flˈaklːə# | #flˈaklˠə# | #flˈaklˠə# | #flˈaklˠə# {GOLD: #flˈakəɾa#}
209    | #flˈɑːmen# | #flˈɑːmən# | #flˈaːmn# | #flˈəːmn# | #flˈəmn# | #flˈəmn# {GOLD: #flˈamə#}
210    | #flˈɑskɑm# | #flˈɑskəm# | #flˈaːʃk# | #flˈaːʃk# | #flˈaʃk# | #flˈat͡ʃk# {GOLD: #flˈaʃkə#}
211    | #flˈokkus# | #flˈokku# | #flˈɔkk# | #flˈɔkk# | #flˈɔkk# | #flˈɔkk# {GOLD: #flˈɔk#}
212    | #flˌorˈiːnum# | #flˌorˈiːnəm# | #flərˈiːn# | #fləɾˈĩːn# | #fləɾˈin# | #fləɾˈin# {GOLD: #flɔɾˈi#}
213    | #flˌuktulˈɑːnioː# | #flˌuktulːˈɑːɲoː# | #fləftəlːˈaːɲ# | #fləftəlˠˈəːɲ# | #fləftəlˠˈəɲ# | #fləftəlˠˈəɲ# {GOLD: #flutuɾˈɔj#}
214    | #fˌoliˈɑːtɑm# | #fˌoʎˈɑːtəm# | #fəʎˈat# | #fəʎˈat# | #fəjˈat# | #fəjˈat# {GOLD: #fɔjlˈɛtə#}
215    | #fˌormˈellɑm# | #fˌormˈeləm# | #fərmjˈɛːl# | #fəɾmjˈɛːl# | #fəɾmjˈɛl# | #fəɾmjˈɛl# {GOLD: #fˈɔrbəl#}
216    | #fˈornikem# | #fˈornəkəm# | #fˈɔːrnɡ# | #fˈɔːrɡ# | #fˈɔrɡ# | #fˈɔrɡ# {GOLD: #fˈuric#}
217    | #fˈortem# | #fˈortəm# | #fˈɔːrt# | #fˈɔːɾt# | #fˈɔɾt# | #fˈɔɾt# {GOLD: #fˈɔɾtə#}
218    | #fˌortˈuːnɑm# | #fˌortˈuːnəm# | #fərtˈyːn# | #fəɾtˈỹːn# | #fəɾtˈyn# | #fəɾtˈyn# {GOLD: #fuɾtˈunə#}
219    | #fˈossɑ# | #fˈossɑ# | #fˈɔːʃʃə# | #fˈɔːʃʃə# | #fˈɔʃʃə# | #fˈɔt͡ʃʃə# {GOLD: #fˈuʃə#}
220    | #fˌossˈɑːtum# | #fˌossˈɑːtəm# | #fəʃʃˈat# | #fəʃʃˈat# | #fəʃʃˈat# | #fət͡ʃʃˈat# {GOLD: #fʃˈat#}
221    | #frˈɑksinus# | #frˈɑksənu# | #frˈaːfʃn# | #fɾˈaːfʒn# | #fɾˈafʒn# | #fɾˈafʒn# {GOLD: #fɾˈaʃəɾ#}
222    | #frˈeːnɑ# | #frˈeːnɑ# | #frˈɛːnə# | #fɾˈɛ̃ːɾə# | #fɾˈɛɾə# | #fɾˈɛɾə# {GOLD: #fɾˈɛɾə#}
223    | #frˈeːnum# | #frˈeːnəm# | #frˈɛːn# | #fɾˈɛ̃ːn# | #fɾˈɛn# | #fɾˈɛn# {GOLD: #fɾˈɛ#}
224    | #frˌiːɡˈonioː# | #frˌiːɡˈoɲoː# | #frɡˈɔːɲ# | #fɾɡˈɔ̃ːɲ# | #fɾɡˈɔɲ# | #fɾɡˈɔɲ# {GOLD: #fəɾɡˈɔj#}
225    | #frˌiːɡulˈɑːnioː# | #frˌiːɡulːˈɑːɲoː# | #frɡəlːˈaːɲ# | #fɾɡəlˠˈəːɲ# | #fɾɡəlˠˈəɲ# | #fɾɡəlˠˈəɲ# {GOLD: #fəɾɡəlˠˈɔj#}
226    | #frˌikˈɑːnioː# | #frˌikˈɑːɲoː# | #frkˈaːɲ# | #fɾkˈəːɲ# | #fɾkˈəɲ# | #fɾkˈəɲ# {GOLD: #fəɾkˈɔj#}
227    | #frˌiktˈɑːriɑm# | #frˌiktˈɑːrjəm# | #frəjtˈɛːrj# | #fɾəjtˈɛːɾj# | #fɾəjtˈɛɾj# | #fɾəjtˈɛɾj# {GOLD: #fultˈɛrɛ#}
228    | #frˈuːktum# | #frˈuːktəm# | #frˈyːft# | #fɾˈyːft# | #fɾˈyft# | #fɾˈyft# {GOLD: #fɾˈyt#}
229    | #fˈulkium# | #fˈulkjəm# | #fˈyːlcj# | #fˈyːlcj# | #fˈylcj# | #fˈylcj# {GOLD: #fucˈi#}
230    | #fˌundˈɑːriɑm# | #fˌundˈɑːrjəm# | #fəndˈɛːrj# | #fə̃ndˈɛːɾj# | #fəndˈɛɾj# | #fəndˈɛɾj# {GOLD: #fənˈɛɾ#}
231    | #fˈundum# | #fˈundəm# | #fˈuːnd# | #fˈũːnd# | #fˈund# | #fˈund# {GOLD: #fˈund#}
232    | #fˈurkɑm# | #fˈurkəm# | #fˈuːrk# | #fˈuːɾk# | #fˈuɾk# | #fˈuɾk# {GOLD: #fˈuɾkə#}
233    | #fˈurnum# | #fˈurnəm# | #fˈuːrn# | #fˈuːɾn# | #fˈuɾn# | #fˈuɾn# {GOLD: #fˈur#}
234    | #fˈuskinɑm# | #fˈuskənəm# | #fˈuːʃkn# | #fˈuːʃkn# | #fˈuʃkn# | #fˈut͡ʃkn# {GOLD: #fˈuʒɲə#}
235    | #fˌuskinˈɑːrius# | #fˌuskinˈɑːrju# | #fəʃkənˈɛːrj# | #fəʃkə̃ɾˈɛːɾj# | #fəʃkəɾˈɛɾj# | #fət͡ʃkəɾˈɛɾj# {GOLD: #fuʒɲˈaɾ#}
236    | #fˈustulum# | #fˈustəlːəm# | #fˈuːʃtlː# | #fˈuːʃtlˠ# | #fˈuʃtlˠ# | #fˈut͡ʃtlˠ# {GOLD: #fˈuʃtulˠ#}
237    | #ɡˈɑlbinum# | #ɡˈɑlbənəm# | #ɡˈaːlbn# | #ɡˈaːlbn# | #ɡˈalbn# | #ɡˈalbn# {GOLD: #ɟˈɛlbəɾ#}
238    | #ɡˈɑlɡulum# | #ɡˈɑlɡəlːəm# | #ɡˈaːlɡlː# | #ɡˈaːlɡlˠ# | #ɡˈalɡlˠ# | #ɡˈalɡlˠ# {GOLD: #ɡˈaɾɡulˠ#}
239    | #ɡˌɑlliˈɑːtiɑ# | #ɡˌɑlːˈɑːtjɑ# | #ɡəlːˈɛ?ə# | #ɡəlˠˈɛ?ə# | #ɡəlˠˈɛ?ə# | #ɡəlˠˈɛ?ə# {GOLD: #ɡlˈasə#}
240    | #ɡˈɑlliː# | #ɡˈɑliː# | #ɟˈɛːl# | #ɟˈɛːl# | #ɟˈɛl# | #ɟˈɛl# {GOLD: #ɟˈɛl#}
241    | #ɡˈɑttɑ# | #ɡˈɑttɑ# | #ɡˈattə# | #ɡˈattə# | #ɡˈattə# | #ɡˈattə# {GOLD: #ɡˈatə#}
242    | #ɡˈɑttus# | #ɡˈɑttu# | #ɡˈatt# | #ɡˈatt# | #ɡˈatt# | #ɡˈatt# {GOLD: #ɡˈat#}
243    | #ɡˈɑwdium# | #ɡˈɑwdjəm# | #ɟˈɛw?# | #ɟˈɛw?# | #ɟˈɛw?# | #ɟˈɛw?# {GOLD: #ɡˈaz#}
244    | #ɡˌemˈonioː# | #ɡˌemˈoɲoː# | #ɡəmˈɔːɲ# | #ɡə̃mˈɔ̃ːɲ# | #ɡəmˈɔɲ# | #ɡəmˈɔɲ# {GOLD: #ɟəmˈɔj#}
245    | #ɡˈenistrɑm# | #ɡˈenəstrəm# | #ɟjˈɛːnʃtr# | #ɟjˈɛ̃ːnʃtɾ# | #ɟjˈɛnʃtɾ# | #ɟjˈɛnt͡ʃtɾ# {GOLD: #ɟˈɛʃtəɾ#}
246    | #ɡˈentem# | #ɡˈentəm# | #ɟjˈɛːnd# | #ɟjˈɛ̃ːnd# | #ɟjˈɛnd# | #ɟjˈɛnd# {GOLD: #ɟˈind#}
247    | #ɡeˈorɡius# | #ɡjˈorɡju# | #ɟjˈɛːrɟj# | #ɟjˈɛːɾɟj# | #ɟjˈɛɾɟj# | #ɟjˈɛɾɟj# {GOLD: #ɟˈɛɾɟ#}
248    | #ɡlˈɑndem# | #ɡlˈɑndəm# | #ɡlˈaːnd# | #ɡʎˈəːnd# | #ɟˈənd# | #ɟˈənd# {GOLD: #lˈəndə#}
249    | #ɡlˈɑndulɑm# | #ɡlˈɑndəlːəm# | #ɡlˈaːndlː# | #ɡʎˈəːndlˠ# | #ɟˈəndlˠ# | #ɟˈəndlˠ# {GOLD: #ɟˈəndəɾ#}
250    | #ɡlˈemum# | #ɡlˈeməm# | #ɡlˈɛːm# | #ɡʎˈɛ̃ːmb# | #ɟˈɛmb# | #ɟˈɛmb# {GOLD: #lˈəm#}
251    | #ɡlˈiːrem# | #ɡlˈiːrəm# | #ɡlˈiːr# | #ɡʎˈiːɾ# | #ɟˈiɾ# | #ɟˈiɾ# {GOLD: #ɟˈɛɾ#}
252    | #ɡlˈiːrem# | #ɡlˈiːrəm# | #ɡlˈiːr# | #ɡʎˈiːɾ# | #ɟˈiɾ# | #ɟˈiɾ# {GOLD: #lˈiɾ#}
253    | #ɡlˌobellˈɑːnioː# | #ɡlˌoelˈɑːɲoː# | #ɡləəlˈaːɲ# | #ɡʎəəlˈəːɲ# | #ɟəəlˈəɲ# | #ɟəəlˈəɲ# {GOLD: #cuplˈɔj#}
254    | #ɡlˌomerˈɑːtɑ# | #ɡlˌomerˈɑːtɑ# | #ɡləmərˈatə# | #ɡʎə̃mbəɾˈatə# | #ɟəmbəɾˈatə# | #ɟəmbəɾˈatə# {GOLD: #ɡɾəməɾˈatə#}
255    | #ɡrˈae̯kum# | #ɡrˈɛkəm# | #ɡrˈɛk# | #ɡɾˈɛk# | #ɡɾˈɛk# | #ɡɾˈɛk# {GOLD: #ɡˈəɾk#}
256    | #ɡrˈae̯kum# | #ɡrˈɛkəm# | #ɡrˈɛk# | #ɡɾˈɛk# | #ɡɾˈɛk# | #ɡɾˈɛk# {GOLD: #ɡɾˈɛk#}
257    | #ɡrˈɑkilis# | #ɡrˈɑkəʎi# | #ɡrˈikʎ# | #ɡɾˈikʎ# | #ɡɾˈic# | #ɡɾˈic# {GOLD: #ɡrilˠ#}
258    | #ɡrˈɑːmen# | #ɡrˈɑːmən# | #ɡrˈaːmn# | #ɡɾˈəːmn# | #ɡɾˈəmn# | #ɡɾˈəmn# {GOLD: #ɡɾˈam#}
259    | #ɡrˈeɡem# | #ɡrˈeɡəm# | #ɡrˈɛɡ# | #ɡɾˈɛɡ# | #ɡɾˈɛɡ# | #ɡɾˈɛɡ# {GOLD: #ɡɾˈiɟ#}
260    | #ɡrˈemium# | #ɡrˈemjəm# | #ɡrˈiːmj# | #ɡɾˈĩːmj# | #ɡɾˈimj# | #ɡɾˈimj# {GOLD: #ɡɾˈɛmb#}
261    | #ɡrˈipsɑ# | #ɡrˈipsɑ# | #ɡrˈɛpʃə# | #ɡɾˈɛpʃə# | #ɡɾˈɛpʃə# | #ɡɾˈɛpʃə# {GOLD: #ɡrˈifʃə#}
262    | #ɡrˌuˈillɑm# | #ɡrbˈiləm# | #ɡrbˈɛːl# | #ɡɾbˈɛːl# | #ɡɾbˈɛl# | #ɡɾbˈɛl# {GOLD: #kɔjɾˈilə#}
