etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
91     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈurβɑ# | *#kˈuːrvə# {GOLD: >*} | *#kˈuːɾvə# | *#kˈuɾvə# | *#kˈuɾvə# | *#kˈuɾvə# {GOLD: #kˈuɾvə#}
92     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈumʊ# | *#kˈu# {GOLD: >*} | *#kˈu# | *#kˈu# | *#kˈu# | *#kˈu# {GOLD: #kˈum#}
93     | ... | ... | ... | ... | ... | ... | ... | ... | #kˈumɑ# | *#kˈũːmə# {GOLD: >*} | *#kˈũːmbə# | *#kˈumbə# | *#kˈumbə# | *#kˈumbə# {GOLD: #kˈumə#}
94     | ... | ... | ... | ... | ... | ... | #krˌɑxˈitɪ# | *#krˌɑxˈitɪ# | *#krˌɑxˈitɪ# | *#krˌaxˈit# {GOLD: >*} | *#kɾˌahˈit# | *#kɾəhˈit# | *#kɾəhˈit# | *#kɾəhˈit# {GOLD: #kɾahˈit#}
95     | ... | ... | ... | ... | ... | ... | #krˌɑxˈinɑ# | *#krˌɑxˈinɑ# | *#krˌɑxˈinɑ# | *#krˌaxˈĩːnə# {GOLD: >*} | *#kɾˌahˈĩːɾə# | *#kɾəhˈiɾə# | *#kɾəhˈiɾə# | *#kɾəhˈiɾə# {GOLD: #kɾahˈinə#}
96     | ... | ... | ... | ... | ... | ... | #ɡˌɒtˈɒwɔɲ# | *#ɡˌɒtˈɒwɔɲ# | *#ɡˌɒtˈɒwɔɲ# | *#ɡˌatˈawɔ̃ɲ# {GOLD: #ɡˌatˈuo̯ɲ#} | *#ɡˌatˈawãɲ# | *#ɡətˈawaɲ# | *#ɡətˈawaɲ# | *#ɡətˈawaɲ# {GOLD: #ɡatˈua̯j#}
97     | ... | ... | ... | ... | ... | ... | #ɡˌɒlˈinɑ# | *#ɡˌɒlˈinɑ# | *#ɡˌɒlˈinɑ# | *#ɡˌalˈĩːnə# {GOLD: >*} | *#ɡˌalˈĩːɾə# | *#ɡəlˈiɾə# | *#ɡəlˈiɾə# | *#ɡəlˈiɾə# {GOLD: #ɡalˈinə#}
98     | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɑmˈitɪ# | *#ɡˌãmˈit# {GOLD: >*} | *#ɡˌə̃mˈit# | *#ɡəmˈit# | *#ɡəmˈit# | *#ɡəmˈit# {GOLD: #ɡamˈit#}
99     | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˈɑjɪ# | *#ɡˈaj# {GOLD: >*} | *#ɡˈaj# | *#ɡˈaj# | *#ɡˈaj# | *#ɡˈaj# {GOLD: #ɡˈaj#}
100    | ... | ... | ... | ... | ... | ... | ... | #ɡˈɑʎɪkɑ# | *#ɡˈɑʎɪkɑ# | *#ɡˈaːʎkə# {GOLD: >*} | *#ɡˈaːʎkə# | *#ɡˈajkə# | *#ɡˈajkə# | *#ɡˈajkə# {GOLD: #ɡˈajɡə#}
101    | ... | ... | ... | ... | ... | ... | #ɡˈɒlwɑ# | *#ɡˈɒlwɑ# | *#ɡˈɒlwɑ# | *#ɡˈaːlvə# {GOLD: >*} | *#ɡˈaːlvə# | *#ɡˈalvə# | *#ɡˈalvə# | *#ɡˈalvə# {GOLD: #ɡˈalˠvə#}
102    | ... | ... | ... | ... | ... | ... | ... | #ɡˈɑʎɑ# | *#ɡˈɑʎɑ# | *#ɡˈaːʎə# {GOLD: >*} | *#ɡˈaːʎə# | *#ɡˈajə# | *#ɡˈajə# | *#ɡˈajə# {GOLD: #ɡˈalə#}
103    | ... | ... | ... | ... | ... | ... | #ɡˌʊltˈitɪ# | *#ɡˌʊltˈitɪ# | *#ɡˌʊltˈitɪ# | *#ɡˌʊltˈit# {GOLD: >*} | *#ɡˌʊltˈit# | *#ɡəltˈit# | *#ɡəltˈit# | *#ɡəltˈit# {GOLD: #ɡəlˠtˈit#}
104    | ... | ... | ... | ... | ... | ... | #kˌʊlbˈɑzɑ# | *#kˌʊlbˈɑzɑ# | *#kˌʊlbˈɑzɑ# | *#kˌʊlbˈaːzə# {GOLD: #kˌl̩bˈazə#} | *#kˌʊlbˈaːzə# | *#kəlbˈazə# | *#kəlbˈazə# | *#kəlbˈazə# {GOLD: #ɡəlbˈazə#}
105    | ... | ... | ... | ... | ... | ... | #kˌʊrxˈɑtɪ# | *#kˌʊrxˈɑtɪ# | *#kˌʊrxˈɑtɪ# | *#kˌʊrxˈat# {GOLD: >*} | *#kˌʊɾhˈat# | *#kəɾhˈat# | *#kəɾhˈat# | *#kəɾhˈat# {GOLD: #ɡəɾhˈat#}
106    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˌəkˈɨɲɑ# | *#ɡrˌəkˈĩːɲə# {GOLD: >*} | *#ɡɾˌəkˈĩːɲə# | *#ɡɾəkˈiɲə# | *#ɡɾəcˈiɲə# | *#ɡɾət͡ʃˈiɲə# {GOLD: #ɡəɾcˈiɲə#}
107    | ... | ... | ... | ... | ... | ... | ... | ... | #kˌərt͡ʃˈɑkʊ# | *#kˌərt͡ʃˈak# {GOLD: >*} | *#kˌəɾt͡ʃˈak# | *#kəɾt͡ʃˈak# | *#kəɾt͡ʃˈak# | *#kəɾt͡ʃˈak# {GOLD: #ɡəɾt͡ʃˈak#}
108    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌʊrdˈɑlɑ# | *#ɡˌʊrdˈaːlə# {GOLD: >*} | *#ɡˌʊɾdˈaːlə# | *#ɡəɾdˈalə# | *#ɡəɾdˈalə# | *#ɡəɾdˈalə# {GOLD: #ɡəɾdˈalˠə#}
109    | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒɾdˈɛt͡s# | *#ɡˌɒɾdˈɛt͡s# | *#ɡˌaɾdˈɛːt͡s# {GOLD: >*} | *#ɡˌaɾdˈɛːt͡s# | *#ɡəɾdˈɛt͡s# | *#ɡəɾdˈɛt͡s# | *#ɡəɾdˈɛt͡s# {GOLD: #ɡəɾdˈɛt͡s#}
110    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌʊrdˈitɪ# | *#ɡˌʊrdˈit# {GOLD: >*} | *#ɡˌʊɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# {GOLD: #ɡəɾdˈit#}
111    | ... | ... | ... | ... | ... | ... | #ɡˌʊrdˈitɪ# | *#ɡˌʊrdˈitɪ# | *#ɡˌʊrdˈitɪ# | *#ɡˌʊrdˈit# {GOLD: #ɡɾ̩ðˈit#} | *#ɡˌʊɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# {GOLD: #ɡəɾðˈit#}
112    | ... | ... | ... | ... | ... | ... | #ɡˌʊrdlˈɑt͡ʃɪ# | *#ɡˌʊrdlˈɑ?2ɪ# | *#ɡˌʊrdlˈɑ?2ɪ# | *#ɡˌʊrdlˈaː?2# {GOLD: >*} | *#ɡˌʊɾdlˈaː?2# | *#ɡəɾdlˈa?2# | *#ɡəɾdlˈa?2# | *#ɡəɾdlˈa?2# {GOLD: #ɡəɾlˈat͡s#}
113    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌʊɾlˈit͡sɑ# | *#ɡˌʊɾlˈiːt͡sə# {GOLD: >*} | *#ɡˌʊɾlˈiːt͡sə# | *#ɡəɾlˈit͡sə# | *#ɡəɾlˈit͡sə# | *#ɡəɾlˈit͡sə# {GOLD: #ɡəɾlˈit͡sə#}
114    | ... | ... | ... | ... | ... | ... | #ɡrˌɒmˈɑdɑ# | *#ɡrˌɒmˈɑdɑ# | *#ɡrˌɒmˈɑdɑ# | *#ɡrˌãmˈadə# {GOLD: >*} | *#ɡɾˌə̃mˈadə# | *#ɡɾəmˈadə# | *#ɡɾəmˈadə# | *#ɡɾəmˈadə# {GOLD: #ɡəɾmˈaðə#}
115    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˈək# | *#ɡrˈək# {GOLD: >*} | *#ɡɾˈək# | *#ɡɾˈək# | *#ɡɾˈək# | *#ɡɾˈək# {GOLD: #ɡˈəɾk#}
116    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˈʊrt͡ʃʊ# | *#ɡˈɔːʷrt͡ʃ# {GOLD: >*} | *#ɡˈɔːʷɾt͡ʃ# | *#ɡˈʊɾt͡ʃ# | *#ɡˈʊɾt͡ʃ# | *#ɡˈʊɾt͡ʃ# {GOLD: #ɡˈəɾt͡ʃ#}
117    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˈʊrbɑ# | *#ɡˈɔːʷrbə# {GOLD: >*} | *#ɡˈɔːʷɾbə# | *#ɡˈʊɾbə# | *#ɡˈʊɾbə# | *#ɡˈʊɾbə# {GOLD: #ɡˈəɾbə#}
118    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒdˈitɪ# | *#ɡˌadˈit# {GOLD: >*} | *#ɡˌadˈit# | *#ɡədˈit# | *#ɡədˈit# | *#ɡədˈit# {GOLD: #ɡɔdˈit#}
119    | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒstˈɪ̃nɪsɪkɑ# | *#ɡˌɒstˈɪ̃nɪsɪkɑ# | *#ɡˌastˈɪː̃skə# {GOLD: >*} | *#ɡˌastˈɪː̃skə# | *#ɡəstˈɪskə# | *#ɡəstˈɪskə# | *#ɡəstˈɪskə# {GOLD: #ɡɔstˈənt͡skə#}
120    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒstˈitɪ# | *#ɡˌastˈit# {GOLD: >*} | *#ɡˌastˈit# | *#ɡəstˈit# | *#ɡəstˈit# | *#ɡəstˈit# {GOLD: #ɡɔstˈit#}
121    | ... | ... | ... | ... | ... | ... | #ɡˌɒrɪnˈit͡sɑ# | *#ɡˌɒrɪnˈit͡sɑ# | *#ɡˌɒrɪnˈit͡sɑ# | *#ɡˌarnˈiːt͡sə# {GOLD: >*} | *#ɡˌarˈiːt͡sə# | *#ɡərˈit͡sə# | *#ɡərˈit͡sə# | *#ɡərˈit͡sə# {GOLD: #ɡɔrˈit͡sə#}
122    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒmˈilɑ# | *#ɡˌãmˈiːlə# {GOLD: >*} | *#ɡˌə̃mˈiːlə# | *#ɡəmˈilə# | *#ɡəmˈilə# | *#ɡəmˈilə# {GOLD: #ɡɔmˈilə#}
123    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˌɒ̃bˈɛlɪ# | *#ɡˌãbˈɛːl# {GOLD: >*} | *#ɡˌə̃bˈɛːl# | *#ɡəbˈɛl# | *#ɡəbˈɛl# | *#ɡəbˈɛl# {GOLD: #ɡɔmbˈɛl#}
124    | ... | ... | ... | ... | ... | ... | #ɡwˈɒzdɑ# | *#ɡwˈɒzdɑ# | *#ɡwˈɒzdɑ# | *#ɡvˈaːzdə# {GOLD: >*} | *#ɡvˈaːzdə# | *#ɡvˈazdə# | *#ɡvˈazdə# | *#ɡvˈazdə# {GOLD: #ɡˈɔʒdə#}
125    | ... | ... | ... | ... | ... | ... | #ɡˌɒlwɪnˈikʊ# | *#ɡˌɒlwɪnˈikʊ# | *#ɡˌɒlwɪnˈikʊ# | *#ɡˌalvnˈik# {GOLD: >*} | *#ɡˌalvnˈik# | *#ɡəlvnˈik# | *#ɡəlvnˈik# | *#ɡəlvnˈik# {GOLD: #ɡlˠanˈik#}
126    | ... | ... | ... | ... | ... | ... | #ɡˌɒlwˈinɑ# | *#ɡˌɒlwˈinɑ# | *#ɡˌɒlwˈinɑ# | *#ɡˌalvˈĩːnə# {GOLD: >*} | *#ɡˌalvˈĩːɾə# | *#ɡəlvˈiɾə# | *#ɡəlvˈiɾə# | *#ɡəlvˈiɾə# {GOLD: #ɡlˠavˈinə#}
127    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˌɑʃˈinɑ# | *#ɡrˌaʃˈĩːnə# {GOLD: >*} | *#ɡɾˌaʃˈĩːɾə# | *#ɡɾəʃˈiɾə# | *#ɡɾəʃˈiɾə# | *#ɡɾəʃˈiɾə# {GOLD: #ɡɾaʃˈinə#}
128    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˌɑdˈinɑ# | *#ɡrˌadˈĩːnə# {GOLD: >*} | *#ɡɾˌadˈĩːɾə# | *#ɡɾədˈiɾə# | *#ɡɾədˈiɾə# | *#ɡɾədˈiɾə# {GOLD: #ɡɾadˈinə#}
129    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˌɑbˈitɪ# | *#ɡrˌabˈit# {GOLD: >*} | *#ɡɾˌabˈit# | *#ɡɾəbˈit# | *#ɡɾəbˈit# | *#ɡɾəbˈit# {GOLD: #ɡɾabˈit#}
130    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˈɑdɑ# | *#ɡrˈadə# {GOLD: >*} | *#ɡɾˈadə# | *#ɡɾˈadə# | *#ɡɾˈadə# | *#ɡɾˈadə# {GOLD: #ɡɾˈadə#}
131    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡrˌɛbˈɑʃɪ# | *#ɡrˌɛbˈaːʃ# {GOLD: >*} | *#ɡɾˌɛbˈaːʃ# | *#ɡɾəbˈaʃ# | *#ɡɾəbˈaʃ# | *#ɡɾəbˈaʃ# {GOLD: #ɡɾɛbˈaʃ#}
132    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡˈɒrʃɪ# | *#ɡˈaːrʃ# {GOLD: >*} | *#ɡˈaːɾʃ# | *#ɡˈaɾʃ# | *#ɡˈaɾʃ# | *#ɡˈaɾʃ# {GOLD: #ɡɾˈɔʃ#}
133    | ... | ... | ... | ... | ... | ... | #ɡrˈɒzdɪlɪ# | *#ɡrˈɒzdɪlɪ# | *#ɡrˈɒzdɪlɪ# | *#ɡrˈaːzdl# {GOLD: >*} | *#ɡɾˈaːzdl# | *#ɡɾˈazdl# | *#ɡɾˈazdl# | *#ɡɾˈazdl# {GOLD: #ɡɾˈɔʒəl#}
134    | ... | ... | ... | ... | ... | ... | #ɡˈʊrstɪ# | *#ɡˈʊrʃtɪ# | *#ɡˈʊrʃtɪ# | *#ɡˈɔːʷrʃt# {GOLD: >*} | *#ɡˈɔːʷɾʃt# | *#ɡˈʊɾʃt# | *#ɡˈʊɾt͡ʃt# | *#ɡˈʊɾt͡ʃt# {GOLD: #ɡɾˈuʃt#}
135    | ... | ... | ... | ... | ... | ... | #lˠˌɒpˈuʃɪ# | *#lˠˌɒpˈuʃɪ# | *#lˠˌɒpˈuʃɪ# | *#lˠˌapˈuːʃ# {GOLD: >*} | *#lˠˌapˈuːʃ# | *#lˠəpˈuʃ# | *#lˠəpˈuʃ# | *#lˠəpˈuʃ# {GOLD: #lˠapˈuʃ#}
136    | ... | ... | ... | ... | ... | ... | #lˠˌɒpˈuʃɑ# | *#lˠˌɒpˈuʃɑ# | *#lˠˌɒpˈuʃɑ# | *#lˠˌapˈuːʃə# {GOLD: >*} | *#lˠˌapˈuːʃə# | *#lˠəpˈuʃə# | *#lˠəpˈuʃə# | *#lˠəpˈuʃə# {GOLD: #lˠapˈuʃə#}
137    | ... | ... | ... | ... | ... | ... | #lˠˈɒskɑ# | *#lˠˈɒʃkɑ# | *#lˠˈɒʃkɑ# | *#lˠˈaːʃkə# {GOLD: >*} | *#lˠˈaːʃkə# | *#lˠˈaʃkə# | *#lˠˈat͡ʃkə# | *#lˠˈat͡ʃkə# {GOLD: #lˠˈaʃkə#}
138    | ... | ... | ... | ... | ... | ... | #lˠˈɑzɪt͡sɑ# | *#lˠˈɑzɪt͡sɑ# | *#lˠˈɑzɪt͡sɑ# | *#lˠˈaːzt͡sə# {GOLD: >*} | *#lˠˈaːzt͡sə# | *#lˠˈazt͡sə# | *#lˠˈazt͡sə# | *#lˠˈazt͡sə# {GOLD: #lˠˈat͡sə#}
139    | ... | ... | ... | ... | ... | ... | #lˠˈɒzʊkɑ# | *#lˠˈɒzʊkɑ# | *#lˠˈɒzʊkɑ# | *#lˠˈaːzkə# {GOLD: >*} | *#lˠˈaːzkə# | *#lˠˈazkə# | *#lˠˈazkə# | *#lˠˈazkə# {GOLD: #lˠˈaskə#}
140    | ... | ... | ... | ... | ... | ... | #lˠˈɒzɒrɑ# | *#lˠˈɒzɒrɑ# | *#lˠˈɒzɒrɑ# | *#lˠˈaːzarə# {GOLD: >*} | *#lˠˈaːzaɾə# | *#lˠˈazaɾə# | *#lˠˈazaɾə# | *#lˠˈazaɾə# {GOLD: #lˠˈazuɾə#}
141    | ... | ... | ... | ... | ... | ... | #lˠˈɒ̃ɡɑ# | *#lˠˈɒ̃ɡɑ# | *#lˠˈɒ̃ɡɑ# | *#lˠˈãɡə# {GOLD: #lˠˈɑ̃ŋkə#} | *#lˠˈə̃ɡə# | *#lˠˈəɡə# | *#lˠˈəɡə# | *#lˠˈəɡə# {GOLD: #lˠˈəŋɡə#}
142    | ... | ... | ... | ... | ... | ... | ... | #lˌɒmˈitɪ# | *#lˌɒmˈitɪ# | *#lˌãmˈit# {GOLD: >*} | *#lˌə̃mˈit# | *#ləmˈit# | *#ləmˈit# | *#ləmˈit# {GOLD: #lˠɔmˈit#}
143    | ... | ... | ... | ... | ... | ... | ... | #lˈɒskɑ# | *#lˈɒskɑ# | *#lˈaːskə# {GOLD: >*} | *#lˈaːskə# | *#lˈaskə# | *#lˈaskə# | *#lˈaskə# {GOLD: #lˠˈɔskə#}
144    | ... | ... | ... | ... | ... | ... | ... | #lˈɯkɑ# | *#lˈɯkɑ# | *#lˈukə# {GOLD: >*} | *#lˈukə# | *#lˈukə# | *#lˈukə# | *#lˈukə# {GOLD: #lˠˈukə#}
145    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌukrˈɑjɑ# | *#hˌukrˈaː# {GOLD: >*} | *#hˌukɾˈaː# | *#həkɾˈa# | *#həkɾˈa# | *#həkɾˈa# {GOLD: #ukɾˈajə#}
146    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌudˈɒbɪ# | *#hˌudˈab# {GOLD: >*} | *#hˌudˈab# | *#hədˈab# | *#hədˈab# | *#hədˈab# {GOLD: #udˈɔb#}
147    | ... | ... | ... | ... | ... | ... | ... | ... | #jˌunˈɑkʊ# | *#jˌũnˈak# {GOLD: >*} | *#jˌũɾˈak# | *#jəɾˈak# | *#jəɾˈak# | *#jəɾˈak# {GOLD: #unˈak#}
148    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌulˈiʃt͡ʃɛ# | *#hˌulˈiːʃt͡ʃ# {GOLD: >*} | *#hˌulˈiːʃt͡ʃ# | *#həlˈiʃt͡ʃ# | *#həlˈit͡ʃt͡ʃ# | *#həlˈit͡ʃt͡ʃ# {GOLD: #ulˈiʃtə#}
149    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌurˈɒkʊ# | *#hˌurˈak# {GOLD: >*} | *#hˌuɾˈak# | *#həɾˈak# | *#həɾˈak# | *#həɾˈak# {GOLD: #uɾˈɔk#}
150    | ... | ... | ... | ... | ... | ... | ... | ... | #tjˈɛ̃ʒɪnɑ# | *#tjˈɛ̃ːʒnə# {GOLD: >*} | *#tjˈɛ̃ːʒnə# | *#tjˈɛʒnə# | *#tjˈɛʒnə# | *#tjˈɛʒnə# {GOLD: #cˈaʒnə#}
151    | ... | ... | ... | ... | ... | ... | ... | ... | #tjɛsˈɑtɪ# | *#tjɛsˈat# {GOLD: >*} | *#tjɛsˈat# | *#tjəsˈat# | *#tjəsˈat# | *#tjəsˈat# {GOLD: #cɛsˈat#}
152    | ... | ... | ... | ... | ... | ... | #klˌɛpˈɑdlɒ# | *#klˌɛpˈɑdlɒ# | *#klˌɛpˈɑdlɒ# | *#kʎˌɛpˈadlə# {GOLD: >*} | *#kʎˌɛpˈadlə# | *#cəpˈadlə# | *#cəpˈadlə# | *#t͡ʃəpˈadlə# {GOLD: #cɛpˈalˠə#}
153    | ... | ... | ... | ... | ... | ... | #klˈɛpʊ# | *#klˈɛpʊ# | *#klˈɛpʊ# | *#kʎˈɛp# {GOLD: >*} | *#kʎˈɛp# | *#cˈɛp# | *#cˈɛp# | *#t͡ʃˈɛp# {GOLD: #cˈɛp#}
154    | ... | ... | ... | ... | ... | ... | ... | #kʎˈut͡ʃɪ# | *#kʎˈut͡ʃɪ# | *#kʎˈuːt͡ʃ# {GOLD: #kʎˈyt͡ʃ#} | *#kʎˈuːt͡ʃ# | *#cˈut͡ʃ# | *#cˈut͡ʃ# | *#t͡ʃˈut͡ʃ# {GOLD: #cˈyt͡ʃ#}
155    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡlˌɑβɪnˈit͡sɑ# | *#ɡʎˌavnˈiːt͡sə# {GOLD: >*} | *#ɡʎˌavnˈiːt͡sə# | *#ɟəvnˈit͡sə# | *#ɟəvnˈit͡sə# | *#ɟəvnˈit͡sə# {GOLD: #ɟanˈit͡sə#}
156    | ... | ... | ... | ... | ... | ... | ... | #ɡlˌɒ̃bɒt͡ʃˈɑɾɪ# | *#ɡlˌɒ̃bɒt͡ʃˈɑɾɪ# | *#ɡʎˌãbat͡ʃˈaːɾ# {GOLD: >*} | *#ɡʎˌə̃bat͡ʃˈaːɾ# | *#ɟˌəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# {GOLD: #ɟəmbɔt͡ʃˈaɾ#}
157    | ... | ... | ... | ... | ... | ... | ... | ... | #ʝˌɛzdˈitɪ# | *#ɟˌɛzdˈit# {GOLD: >*} | *#ɟˌɛzdˈit# | *#ɟəzdˈit# | *#ɟəzdˈit# | *#ɟəzdˈit# {GOLD: #ɟɛzdˈit#}
158    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡlˌɒ̃bɒt͡ʃˈɑrɪ# | *#ɡʎˌãbat͡ʃˈaːr# {GOLD: >*} | *#ɡʎˌə̃bat͡ʃˈaːɾ# | *#ɟˌəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# {GOLD: #ɟɔmbɔt͡ʃˈaɾ#}
159    | ... | ... | ... | ... | ... | ... | ... | ... | #ɡlˈɒbɑ# | *#ɡʎˈabə# {GOLD: >*} | *#ɡʎˈabə# | *#ɟˈabə# | *#ɟˈabə# | *#ɟˈabə# {GOLD: #ɟˈɔbə#}
160    | ... | ... | ... | ... | ... | ... | ... | ... | #ɲˌuxˈɑtɪ# | *#ɲˌuxˈat# {GOLD: >*} | *#ɲˌuhˈat# | *#ɲəhˈat# | *#ɲəhˈat# | *#ɲəhˈat# {GOLD: #ɲuhˈat#}
161    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑsʊ# | *#t͡ʃˈa# {GOLD: >*} | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# {GOLD: #t͡ʃˈas#}
162    | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑpəkɑ# | *#t͡ʃˈɑpəkɑ# | *#t͡ʃˈapəkə# {GOLD: >*} | *#t͡ʃˈapəkə# | *#t͡ʃˈapəkə# | *#t͡ʃˈapəkə# | *#t͡ʃˈapəkə# {GOLD: #t͡ʃˈafkə#}
163    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑmɪ# | *#t͡ʃˈa# {GOLD: >*} | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# {GOLD: #t͡ʃˈam#}
164    | ... | ... | ... | ... | ... | ... | #t͡ʃˌɪrnˈɑwɑ# | *#?2ˌɪrnˈɑwɑ# | *#?2ˌɪrnˈɑwɑ# | *#?2ˌɪrnˈawə# {GOLD: >*} | *#?2ˌɪrˈawə# | *#?2ərˈawə# | *#?2ərˈawə# | *#?2ərˈawə# {GOLD: #t͡ʃərˈavə#}
165    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˌɛtˈinɑ# | *#t͡ʃˌɛtˈĩːnə# {GOLD: >*} | *#t͡ʃˌɛtˈĩːɾə# | *#t͡ʃətˈiɾə# | *#t͡ʃətˈiɾə# | *#t͡ʃətˈiɾə# {GOLD: #t͡ʃɛtˈinə#}
166    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˌælˈitɪ# | *#t͡ʃˌɛlˈit# {GOLD: >*} | *#t͡ʃˌɛlˈit# | *#t͡ʃəlˈit# | *#t͡ʃəlˈit# | *#t͡ʃəlˈit# {GOLD: #t͡ʃɛlˈit#}
167    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˌælɪnˈikʊ# | *#t͡ʃˌɛlnˈik# {GOLD: >*} | *#t͡ʃˌɛlnˈik# | *#t͡ʃəlnˈik# | *#t͡ʃəlnˈik# | *#t͡ʃəlnˈik# {GOLD: #t͡ʃɛlnˈik#}
168    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈɛtɑ# | *#t͡ʃˈɛtə# {GOLD: >*} | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# {GOLD: #t͡ʃˈɛtə#}
169    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈælɒ# | *#t͡ʃˈɛːlə# {GOLD: >*} | *#t͡ʃˈɛːlə# | *#t͡ʃˈɛlə# | *#t͡ʃˈɛlə# | *#t͡ʃˈɛlə# {GOLD: #t͡ʃˈɛlə#}
170    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɛrdɑ# | *#?2ˈɛrdɑ# | *#?2ˈɛrdɑ# | *#?2ˈɛːrdə# {GOLD: >*} | *#?2ˈɛːɾdə# | *#?2ˈɛɾdə# | *#?2ˈɛɾdə# | *#?2ˈɛɾdə# {GOLD: #t͡ʃˈɛɾðə#}
171    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɪrnʊ# | *#?2ˈɪrnʊ# | *#?2ˈɪrnʊ# | *#?2ˈɪːrn# {GOLD: >*} | *#?2ˈɪːɾn# | *#?2ˈɪɾn# | *#?2ˈɪɾn# | *#?2ˈɪɾn# {GOLD: #t͡ʃˈɛr#}
172    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˌɒrnɒβˈɒdɑ# | *#t͡ʃˌarnavˈadə# {GOLD: >*} | *#t͡ʃˌaravˈadə# | *#t͡ʃˌarəvˈadə# | *#t͡ʃarəvˈadə# | *#t͡ʃarəvˈadə# {GOLD: #t͡ʃɔɾɔvˈɔdə#}
173    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˌudˈitɪ# | *#t͡ʃˌudˈit# {GOLD: >*} | *#t͡ʃˌudˈit# | *#t͡ʃədˈit# | *#t͡ʃədˈit# | *#t͡ʃədˈit# {GOLD: #t͡ʃudˈit#}
174    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈukɑ# | *#t͡ʃˈukə# {GOLD: >*} | *#t͡ʃˈukə# | *#t͡ʃˈukə# | *#t͡ʃˈukə# | *#t͡ʃˈukə# {GOLD: #t͡ʃˈukə#}
175    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈulɑ# | *#t͡ʃˈuːlə# {GOLD: >*} | *#t͡ʃˈuːlə# | *#t͡ʃˈulə# | *#t͡ʃˈulə# | *#t͡ʃˈulə# {GOLD: #t͡ʃˈulˠə#}
